route_id,name,source_subject,source_domain,discipline_refined,module_refined,upper_concept_refined,sub_concept_refined,node_type,first_order_relation_type,exception_flag_refined,review_reason,exception_gap,content
auto_neuron_FinEval_Accounting_neurons_corporate_strategy_and_risk_management_12,甲制药公司是一家经过国有企业改制的新兴民营企业，专注于补血类产品线的开发。然而，资金和管理方面存在问题，导致甲公司在补血类产品市场的发展受到了阻碍。为了克服这种,FinEval_Accounting,corporate_strategy_and_risk_management,会计学大类,战略管理,公司战略,战略选择与实施,abstraction_or_regularity,abstraction_peer|contrast,,,negative_question_guard_missing,甲制药公司是一家经过国有企业改制的新兴民营企业，专注于补血类产品线的开发。然而，资金和管理方面存在问题，导致甲公司在补血类产品市场的发展受到了阻碍。为了克服这种情况，公司董事会经过慎重考虑决定进行全面的企业管理结构重塑。然而，实施变革面临着巨大挑战，因为变革初期就与多个部门的文化发生冲突。基于战略稳定性与文化适应性矩阵的原则，甲制药公司在实施上述战略时，可以采取的策略不包括____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_corporate_strategy_and_risk_management_14,某公司原本拥有三个产品事业部，每个事业部只有一条产品线，但是通过收购另两家公司，如今公司三个事业部中每个事业部都有多条产品线。目前该公司的组织结构的优点不包括_,FinEval_Accounting,corporate_strategy_and_risk_management,会计学大类,组织管理,组织结构,结构设计与协调,concept,contrast,,,negative_question_guard_missing,某公司原本拥有三个产品事业部，每个事业部只有一条产品线，但是通过收购另两家公司，如今公司三个事业部中每个事业部都有多条产品线。目前该公司的组织结构的优点不包括____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_corporate_strategy_and_risk_management_15,某公司产品遍布全球多个国家，其会对不同的用户提供不同标准产品，比如航空航天企业所需的产品安全标准远高于普通工业企业产品。同时，该公司会结合订单金额、购买频率、信,FinEval_Accounting,corporate_strategy_and_risk_management,会计学大类,财务会计,会计基础与报表列报,基本假设、要素与信息质量,formula_or_calculation,formula_neighbor|contrast,,,negative_question_guard_missing,某公司产品遍布全球多个国家，其会对不同的用户提供不同标准产品，比如航空航天企业所需的产品安全标准远高于普通工业企业产品。同时，该公司会结合订单金额、购买频率、信用评级等指标对客户进行分级，依据客户等级实行对应的营销策略。依据产业市场细分的变量，该公司采用的不包括____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_corporate_strategy_and_risk_management_25,"某公司甲产品某年的投资资本回报率为11$\%$,销售增长率为15$\%$;经测算A公司甲产品的资本成本为16$\%$,可持续增长率为20$\%$,则该年A公司的",FinEval_Accounting,corporate_strategy_and_risk_management,会计学大类,公司金融,资本预算与资本结构,现金流与资本成本,concept,same_domain,,,multi_number_anchor_guard_missing,"某公司甲产品某年的投资资本回报率为11$\%$,销售增长率为15$\%$;经测算A公司甲产品的资本成本为16$\%$,可持续增长率为20$\%$,则该年A公司的甲产品属于财务战略矩阵中的____。 答案:C. 解析:正确选项C"
auto_neuron_FinEval_Accounting_neurons_economic_law_1,2011年，甲有限合伙企业实现利润600万元。2012年年初，合伙企业向普通合伙人乙、丙及有限合伙人丁各分配利润200万元。根据合伙企业法律制度的规定，就上述可,FinEval_Accounting,economic_law,会计学大类,税法,企业所得税,应纳税所得额与抵免,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,2011年，甲有限合伙企业实现利润600万元。2012年年初，合伙企业向普通合伙人乙、丙及有限合伙人丁各分配利润200万元。根据合伙企业法律制度的规定，就上述可分配利润应缴纳所得税的主体是____。 答案:B. 解析:1. 合伙企业的生产经营所得和其他所得，由合伙人分别缴纳所得税，故应由乙、丙、丁分别缴纳所得税。
auto_neuron_FinEval_Accounting_neurons_economic_law_10,根据企业国有资产法律制度的规定，下列关于企业国有资产的表述中，错误的不包括____。,FinEval_Accounting,economic_law,会计学大类,财务会计,资产,确认、计量与减值,regulation_or_standard,regulation_peer|contrast,,,negative_question_guard_missing,根据企业国有资产法律制度的规定，下列关于企业国有资产的表述中，错误的不包括____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_economic_law_15,根据企业破产法律制度的规定，甲公司的破产申请于2014年11月3日被人民法院接受。在与甲公司相关的民事诉讼中，根据法律规定，以下已经开始但尚未终结的民事诉讼应中,FinEval_Accounting,economic_law,会计学大类,经济法,破产法,破产程序与管理人,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,根据企业破产法律制度的规定，甲公司的破产申请于2014年11月3日被人民法院接受。在与甲公司相关的民事诉讼中，根据法律规定，以下已经开始但尚未终结的民事诉讼应中止，不得由管理人代表债务人参与继续进行的是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_economic_law_16,2014年6月1日，人民法院受理了对甲公司提起的破产申请。根据企业破产法律制度的规定，下列人员中，有资格担任管理人的是____。,FinEval_Accounting,economic_law,会计学大类,经济法,破产法,破产程序与管理人,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,2014年6月1日，人民法院受理了对甲公司提起的破产申请。根据企业破产法律制度的规定，下列人员中，有资格担任管理人的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_economic_law_28,某上市公司上一期经审计的净资产额为85亿元人民币。该公司拟为另一家公司提供保证担保，担保金额为10亿元，并经董事会会议决议通过。甲公司章程规定，单笔对外担保额超,FinEval_Accounting,economic_law,会计学大类,经济法,证券法律制度,发行交易与信息披露,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,某上市公司上一期经审计的净资产额为85亿元人民币。该公司拟为另一家公司提供保证担保，担保金额为10亿元，并经董事会会议决议通过。甲公司章程规定，单笔对外担保额超过公司最近一期经审计净资产10$\%$的担保须经公司股东大会批准。根据证券法律制度的规定，甲公司披露该笔担保的最早时点应当是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_neurons_accounting_0,甲公司2×14年12月20日与乙公司签订商品销售合同。合同约定：甲公司需承担在商品运抵乙公司前灭失、毁损、价值变动等风险,FinEval,accounting,税法与财政大类,税法,增值税,征税范围、税率与抵扣,formula_or_calculation,formula_neighbor|prerequisite,,,multi_number_anchor_guard_missing,甲公司2×14年12月20日与乙公司签订商品销售合同。合同约定：甲公司需承担在商品运抵乙公司前灭失、毁损、价值变动等风险，于2×15年5月20日前将合同标的商品运抵乙公司并经验收。2×14年12月30日，甲公司根据合同向乙公司开具了增值税专用发票并于当日确认了商品销售收入。甲公司该项合同中所售商品为库存W商品，W商品于2×15年5月10日发出并于5月15日运抵乙公司验收合格。除考虑与会计准则规定的收入确认条件的符合性以外，对于甲公司2×14年W商品销售收入确认的恰当性判断，还应考虑可能违背的会计基本假设是____。 A. 会计主体 | B. 会计分期 | C. 持续经营 | D. 短期经营 答
auto_neuron_FinEval_neurons_accounting_1,在20×6年1月1日，在经过股东大会批准后，甲公司向50名高管人员每人授予了1万份股票期权。根据股份支付协议规定，这些高,FinEval,accounting,会计学大类,金融工程,衍生品与风险管理,无套利定价与套保,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,在20×6年1月1日，在经过股东大会批准后，甲公司向50名高管人员每人授予了1万份股票期权。根据股份支付协议规定，这些高管人员自20×6年1月1日起，在甲公司连续服务3年后，可以按照每股5元的价格购买1万股甲公司普通股。而在20×6年1月1日，每份股票期权的公允价值为15元。在20×6年没有高管人员离开公司，但甲公司预计在未来两年将有5名高管离开公司。至于20×6年12月31日，甲公司授予高管的股票期权每份的公允价值为13元。请问，根据这些信息，甲公司在20×6年应确认的股份支付协议费用金额是多少？ A. 195万元 | B. 216.67万元 | C. 225万元 | D. 250万元 答案
auto_neuron_FinEval_neurons_accounting_4,202x年1月8日，甲公司与乙公司进行债务重组，重组日甲公司应收乙公司账款账面余额为200万元，已提坏账准备20万元，其,FinEval,accounting,税法与财政大类,税法,增值税,征税范围、税率与抵扣,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,202x年1月8日，甲公司与乙公司进行债务重组，重组日甲公司应收乙公司账款账面余额为200万元，已提坏账准备20万元，其公允价值为190万元，乙公司以一批存货抵偿上述账款，该批库存商品的公允价值为200万元，增值税为26万元。甲公司为取得库存商品支付的运费和保险费为2万元，假定不考虑除增值税外的其他因素。甲公司债务重组取得存货的入账价值为____万元。 A. 192 | B. 202 | C. 166 | D. 200 答案:C
