group,subject,chinese_name,sub_concept,priority,search_query,desired_source_type,target_fields
legal_exam,legal_professional,法律职业资格,的规定,32,的规定 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,同时,30,同时 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,同时,30,同时 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,相对寻址,30,相对寻址 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,相对寻址,30,相对寻址 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,依法治国,30,依法治国 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,依法治国,30,依法治国 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,ls,30,ls 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,ls,30,ls 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,ACK,30,ACK 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,ACK,30,ACK 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,在TCP,30,在TCP 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,在TCP,30,在TCP 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,etc,30,etc 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,etc,30,etc 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,指令寄存器,30,指令寄存器 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,指令寄存器,30,指令寄存器 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,数据总线,30,数据总线 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,数据总线,30,数据总线 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,程序计数器,30,程序计数器 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,程序计数器,30,程序计数器 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,命中,30,命中 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,命中,30,命中 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,data,30,data 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,data,30,data 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,fun,30,fun 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,fun,30,fun 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,5倍,30,5倍 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,5倍,30,5倍 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,mm,30,mm 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,mm,30,mm 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,校准证书,30,校准证书 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,校准证书,30,校准证书 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,测量设备,30,测量设备 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,测量设备,30,测量设备 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,真值,30,真值 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,真值,30,真值 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,这是,30,这是 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,这是,30,这是 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,阶级斗争,30,阶级斗争 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,阶级斗争,30,阶级斗争 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,民族团结,30,民族团结 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,民族团结,30,民族团结 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,对此,30,对此 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,对此,30,对此 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,提出,30,提出 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,提出,30,提出 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,材料表明,30,材料表明 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,材料表明,30,材料表明 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,签订,30,签订 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,签订,30,签订 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,公私合营,30,公私合营 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
